,userId,active,createdDate,lastLogin,role,signUpSource,state
64,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
65,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
66,5ff5d1a38f142f11dd1886ba,True,2021-01-06 15:05:07.667,2021-01-06 15:05:07.878,consumer,Email,WI
67,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
68,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
69,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
70,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
71,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
72,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
73,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
74,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
75,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
76,5ff5d1d08f142f11dd18884c,True,2021-01-06 15:05:52.484,2021-01-06 15:05:52.717,consumer,Email,WI
77,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
78,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
79,5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,consumer,Email,WI
80,5ff7264e8f142f11dd189504,True,2021-01-07 15:18:38.596,2021-01-07 15:20:26.821,consumer,Email,WI
81,5ff7401ceb7c7d31ca8a46e0,True,2021-01-07 17:08:44.072,2021-01-07 17:08:44.352,consumer,Email,WI
82,5ff73bea8f142f3276c3e84a,True,2021-01-07 16:50:50.206,2021-01-07 16:50:50.255,consumer,Email,WI
83,5ff74f3db3348b11c93361d1,True,2021-01-07 18:13:17.921,2021-01-07 18:17:03.217,consumer,Email,WI
84,5ff7264e8f142f11dd189504,True,2021-01-07 15:18:38.596,2021-01-07 15:20:26.821,consumer,Email,WI
85,5ff73b90eb7c7d31ca8a452b,True,2021-01-07 16:49:20.959,2021-01-07 16:51:07.267,consumer,Email,WI
86,5ff7930fb3348b11c93372a6,True,2021-01-07 23:02:39.759,2021-01-07 23:09:54.656,consumer,Email,WI
87,5ff7268eeb7c7d12096da2a9,True,2021-01-07 15:19:42.584,2021-01-07 15:19:42.630,consumer,Email,WI
88,5ff7268eeb7c7d12096da2a9,True,2021-01-07 15:19:42.584,2021-01-07 15:19:42.630,consumer,Email,WI
89,5ff7264e8f142f11dd189504,True,2021-01-07 15:18:38.596,2021-01-07 15:20:26.821,consumer,Email,WI
90,5ff7930fb3348b11c93372a6,True,2021-01-07 23:02:39.759,2021-01-07 23:09:54.656,consumer,Email,WI
91,5ff726a0eb7c7d12096da2db,True,2021-01-07 15:20:00.299,2021-01-07 15:20:00.353,consumer,Email,WI
92,5ff793dd04929111f6e90c69,True,2021-01-07 23:06:05.503,2021-01-07 23:06:05.681,consumer,Email,WI
93,5ff7949eb3348b11c93373d2,True,2021-01-07 23:09:18.699,2021-01-07 23:09:18.840,consumer,Email,WI
94,5ff7268c8f142f11dd189579,True,2021-01-07 15:19:40.196,2021-01-07 15:19:40.243,consumer,Email,WI
95,5ff73b90eb7c7d31ca8a452b,True,2021-01-07 16:49:20.959,2021-01-07 16:51:07.267,consumer,Email,WI
96,5ff7264e8f142f11dd189504,True,2021-01-07 15:18:38.596,2021-01-07 15:20:26.821,consumer,Email,WI
97,5ff616a68f142f11dd189163,True,2021-01-06 19:59:34.996,,consumer,Email,KY
98,5ff7930fb3348b11c93372a6,True,2021-01-07 23:02:39.759,2021-01-07 23:09:54.656,consumer,Email,WI
99,5ff79464b3348b11c933738b,True,2021-01-07 23:08:20.153,2021-01-07 23:08:20.301,consumer,Email,WI
100,5ff8c241b3348b11c93379fc,True,2021-01-08 20:36:17.626,2021-01-08 20:36:17.831,consumer,Email,WI
101,5ff8ce8504929111f6e913cb,True,2021-01-08 21:28:37.743,2021-01-08 21:29:59.411,consumer,Email,WI
102,5ff8ce8504929111f6e913cb,True,2021-01-08 21:28:37.743,2021-01-08 21:29:59.411,consumer,Email,WI
103,5ff873d1b3348b11c9337716,True,2021-01-08 15:01:37.348,2021-01-08 15:03:21.259,consumer,Email,WI
104,5ff873ef04929111f6e910f0,True,2021-01-08 15:02:07.604,2021-01-08 15:02:07.655,consumer,Email,WI
105,5ff8c4e8b3348b11c9337a11,True,2021-01-08 20:47:36.724,2021-01-08 20:47:37.088,consumer,Email,WI
106,5ff873d1b3348b11c9337716,True,2021-01-08 15:01:37.348,2021-01-08 15:03:21.259,consumer,Email,WI
107,5ff8da28b3348b11c9337ac6,True,2021-01-08 22:18:16.844,2021-01-08 22:19:49.939,consumer,Email,WI
